,category,content
858,sport,"tiger woods is out of next week's wells fargo championship, with injuries that he describes as minor.
"
859,sport,"william buford scored 18 points, the freshman jared sullinger added 11 before getting some extended rest, and ohio state looked every inch the part of a no. 1 overall seed. i
"
860,sport,"mr. bogdan's reels were so coveted that anglers were willing to spend years on a waiting list to buy them and then to pay far more than they would have for reels of only ordinary excellence.
"
861,sport,"jimmy rollins, the phillies' shortstop, likes both the mavericks' jason kidd and the heat's lebron james. but that didn't keep him from having a favorite to win the n.b.a. title.
"
862,sport,"which teams will be the no. 1 seeds and which conference will produce the eventual champion?
"
863,sport,"mike repole, owner of prime contender uncle mo, emphasized that it remains unclear whether his 2-year-old champion will be sufficiently recovered ...
"
864,sport,"updated thoughts on james shields, albert pujols and jason heyward.
"
865,sport,"francesca schiavone, the defending french open champion, pulled out a 1-6, 7-5, 7-5 victory over anastasia pavlyuchenkova.
"
866,sport,"a group of american investors led by boston executive thomas dibenedetto announced friday they have signed a deal to buy three-time italian champion ...
"
867,sport,"any worries his trainer, graham motion, had about animal kingdom handling the surface known as big sandy were erased as the colt turned in the fastest of 32 horses' timed workouts.
"
868,sport,"the barry bonds trial may come to a close sooner than expected.
"
869,sport,"ike davis injured his leg and headed back to new york for tests. david wright is expected to rest his ailing bat.
"
870,sport,"tim thomas had 33 saves, including a crucial one with 11 minutes left, as boston won game 5 over tampa bay to take a 3-2 series lead.
"
871,sport,"as turner sports' tnt inherits nascar sprint cup coverage sunday from fox, it plans some new wrinkles on the six races it will cover.
"
872,sport,"chaz ramsey will speak with the ncaa after the former auburn football player said he received money while at the school.
"
873,sport,"the new york yankees are built around their big boppers, and they relied on the long ball to power their way through much of april.
"
874,sport,"connecticut is the two-time defending national champion and 35-1, so its coach was irked by poor turnout.
"
875,sport,"will muschamp has a unique perspective on the georgia-florida rivalry.
"
876,sport,"boris diaw scored 20 points, stephen jackson added 19 despite a sore hamstring, and the charlotte bobcats provided more misery for the slumping ...
"
877,sport,"the connections of animal kingdom look to prove that their longshot victory in the kentucky derby was no fluke when the lightly raced chestnut faces 13 rivals in saturday's $1 million preakness stakes.
"
878,sport,"prior to each at-bat at yankees stadium, derek jeter is introduced by the ""voice of god,"" bob sheppard.
"
879,sport,"butler's shelvin mack wants to find out where he stands in the n.b.a. draft.
"
880,sport,"bartolo colon will have an expanded role in the yankees bullpen with luis ayala going on the disabled list.
"
881,sport,"it's still march and it may be a little chilly or a bit damp in some places, but opening day 2011 has arrived.
"
882,sport,"they won't brag publicly. but if the nfl lockout leads to cancelled games, there'll be winners.
"
883,sport,"shawn wooten, a utility man on mike scioscia's 2002 angels championship team, hopes to become the next manager to learn under scioscia.
"
884,sport,"rory mcilroy birdied his final hole to take a two-stroke lead saturday in the weather-hit malaysian open, while masters champion charl schwartzel barely made the cut for the third round.
"
885,sport,"rafa nadal and novak djokovic will have little chance to reflect on their epic madrid final as they cross the mediterranean to continue their burgeoning rivalry as top seeds in this week's rome masters.
"
886,sport,"the rangers are fighting for their postseason lives with four games left.
"
887,sport,"amid rumors that longtime panthers wr steve smith wants out of charlotte, the club's new head coach didn't sound like he's desperate to keep ...
"
888,sport,"zack novak scored 14 points, including two three-pointers in a decisive spurt to start the second half, and michigan beat listless tennessee ...
"
889,sport,"tony romo won't just be handed his job back if teammate martellus bennett plays a role in the decision.
"
890,sport,"derek jeter has faced 1,162 pitchers through friday in his 17-year career. none have stymied him more than these seven pitchers.
"
891,sport,"boston's nathan horton scored his second game 7-winning goal of the postseason ' a feat no other n.h.l. player had ever accomplished in one year.
"
892,sport,"the indiana pacers shocked the new york knicks with a convincing 106-93 victory on sunday, ending a six-game losing streak despite playing without leading scorer danny granger.
"
893,world,"the disneyland paris theme park closed its ""thunder mountain"" train ride on monday after a piece of scenery fell onto one of the carriages and injured five people, one seriously, a state official told reuters.
"
894,world,"a security court has sentenced a prominent shiite cleric and eight others to 20 years in prison for kidnapping a police officer.
"
895,world,"timothy f. geithner, the 49-year-old treasury chief, is unrivaled in economic policymaking in the administration, commands respect in asia and europe and is a presidential favorite.
"
896,world,"fighters loyal to presidential claimant alassane ouattara attacked the residence of incumbent laurent gbagbo in abidjan early on friday and seized control of ivory coast's state television, a ouattara spokesman said.
"
897,world,"visual diary: incoming tax
"
898,world,"a day before his 80th birthday, cuban president raul castro declared himself in better shape than many men 20 years younger and asked the ladies to comment on his looks.
"
